plant_id,accession,accession_slug,treatment,replicate,dag_drought_onset,drought_category,fw_g,dw_g,image_side_dir,image_top_dir,available_timepoints,num_images_side,num_images_top,is_dead
24_FabaDr_045,Kontu,Kontu,WHC-80,3,,,89.55999999999999,8.910000000000002,data/img/side_view/Acc-08 - Kontu/WHC-80%/Rep-3 - 24_FabaDr_045,data/img/top_view/Acc-08 - Kontu/WHC-80%/Rep-3 - 24_FabaDr_045,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_046,Kontu,Kontu,WHC-30,1,13.0,Early,69.71000000000001,7.059999999999999,data/img/side_view/Acc-08 - Kontu/WHC-30%/Rep-1 - 24_FabaDr_046,data/img/top_view/Acc-08 - Kontu/WHC-30%/Rep-1 - 24_FabaDr_046,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_047,Kontu,Kontu,WHC-30,2,13.0,Early,224.26,22.620000000000005,data/img/side_view/Acc-08 - Kontu/WHC-30%/Rep-2 - 24_FabaDr_047,data/img/top_view/Acc-08 - Kontu/WHC-30%/Rep-2 - 24_FabaDr_047,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_048,Kontu,Kontu,WHC-30,3,13.0,Early,64.32,6.959999999999999,data/img/side_view/Acc-08 - Kontu/WHC-30%/Rep-3 - 24_FabaDr_048,data/img/top_view/Acc-08 - Kontu/WHC-30%/Rep-3 - 24_FabaDr_048,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_049,Fuego,Fuego,WHC-80,1,,,123.07000000000001,12.26,data/img/side_view/Acc-09 - Fuego/WHC-80%/Rep-1 - 24_FabaDr_049,data/img/top_view/Acc-09 - Fuego/WHC-80%/Rep-1 - 24_FabaDr_049,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_050,Fuego,Fuego,WHC-80,2,,,170.72,16.75,data/img/side_view/Acc-09 - Fuego/WHC-80%/Rep-2 - 24_FabaDr_050,data/img/top_view/Acc-09 - Fuego/WHC-80%/Rep-2 - 24_FabaDr_050,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_051,Fuego,Fuego,WHC-80,3,,,147.35999999999999,14.090000000000002,data/img/side_view/Acc-09 - Fuego/WHC-80%/Rep-3 - 24_FabaDr_051,data/img/top_view/Acc-09 - Fuego/WHC-80%/Rep-3 - 24_FabaDr_051,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_052,Fuego,Fuego,WHC-30,1,28.0,Mid,86.16,9.040000000000001,data/img/side_view/Acc-09 - Fuego/WHC-30%/Rep-1 - 24_FabaDr_052,data/img/top_view/Acc-09 - Fuego/WHC-30%/Rep-1 - 24_FabaDr_052,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_053,Fuego,Fuego,WHC-30,2,28.0,Mid,69.92,7.42,data/img/side_view/Acc-09 - Fuego/WHC-30%/Rep-2 - 24_FabaDr_053,data/img/top_view/Acc-09 - Fuego/WHC-30%/Rep-2 - 24_FabaDr_053,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_054,Fuego,Fuego,WHC-30,3,28.0,Mid,76.97,7.760000000000002,data/img/side_view/Acc-09 - Fuego/WHC-30%/Rep-3 - 24_FabaDr_054,data/img/top_view/Acc-09 - Fuego/WHC-30%/Rep-3 - 24_FabaDr_054,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_055,Fanfare,Fanfare,WHC-80,1,,,147.3,14.78,data/img/side_view/Acc-10 - Fanfare/WHC-80%/Rep-1 - 24_FabaDr_055,data/img/top_view/Acc-10 - Fanfare/WHC-80%/Rep-1 - 24_FabaDr_055,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_056,Fanfare,Fanfare,WHC-80,2,,,57.44,5.3100000000000005,data/img/side_view/Acc-10 - Fanfare/WHC-80%/Rep-2 - 24_FabaDr_056,data/img/top_view/Acc-10 - Fanfare/WHC-80%/Rep-2 - 24_FabaDr_056,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_057,Fanfare,Fanfare,WHC-80,3,,,146.57,15.769999999999998,data/img/side_view/Acc-10 - Fanfare/WHC-80%/Rep-3 - 24_FabaDr_057,data/img/top_view/Acc-10 - Fanfare/WHC-80%/Rep-3 - 24_FabaDr_057,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_058,Fanfare,Fanfare,WHC-30,1,28.0,Mid,82.64999999999999,8.46,data/img/side_view/Acc-10 - Fanfare/WHC-30%/Rep-1 - 24_FabaDr_058,data/img/top_view/Acc-10 - Fanfare/WHC-30%/Rep-1 - 24_FabaDr_058,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_059,Fanfare,Fanfare,WHC-30,2,28.0,Mid,105.97,11.409999999999998,data/img/side_view/Acc-10 - Fanfare/WHC-30%/Rep-2 - 24_FabaDr_059,data/img/top_view/Acc-10 - Fanfare/WHC-30%/Rep-2 - 24_FabaDr_059,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_060,Fanfare,Fanfare,WHC-30,3,28.0,Mid,77.4,8.13,data/img/side_view/Acc-10 - Fanfare/WHC-30%/Rep-3 - 24_FabaDr_060,data/img/top_view/Acc-10 - Fanfare/WHC-30%/Rep-3 - 24_FabaDr_060,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_061,Brottby,Brottby,WHC-80,1,,,177.28,19.82,data/img/side_view/Acc-11 - Brottby/WHC-80%/Rep-1 - 24_FabaDr_061,data/img/top_view/Acc-11 - Brottby/WHC-80%/Rep-1 - 24_FabaDr_061,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_062,Brottby,Brottby,WHC-80,2,,,136.87,13.98,data/img/side_view/Acc-11 - Brottby/WHC-80%/Rep-2 - 24_FabaDr_062,data/img/top_view/Acc-11 - Brottby/WHC-80%/Rep-2 - 24_FabaDr_062,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_063,Brottby,Brottby,WHC-80,3,,,68.52,6.220000000000001,data/img/side_view/Acc-11 - Brottby/WHC-80%/Rep-3 - 24_FabaDr_063,data/img/top_view/Acc-11 - Brottby/WHC-80%/Rep-3 - 24_FabaDr_063,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_064,Brottby,Brottby,WHC-30,1,33.0,Late,76.35,8.18,data/img/side_view/Acc-11 - Brottby/WHC-30%/Rep-1 - 24_FabaDr_064,data/img/top_view/Acc-11 - Brottby/WHC-30%/Rep-1 - 24_FabaDr_064,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_065,Brottby,Brottby,WHC-30,2,33.0,Late,74.21000000000001,8.159999999999998,data/img/side_view/Acc-11 - Brottby/WHC-30%/Rep-2 - 24_FabaDr_065,data/img/top_view/Acc-11 - Brottby/WHC-30%/Rep-2 - 24_FabaDr_065,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_066,Brottby,Brottby,WHC-30,3,33.0,Late,51.230000000000004,5.93,data/img/side_view/Acc-11 - Brottby/WHC-30%/Rep-3 - 24_FabaDr_066,data/img/top_view/Acc-11 - Brottby/WHC-30%/Rep-3 - 24_FabaDr_066,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_067,Solberga,Solberga,WHC-80,1,,,212.38,22.15,data/img/side_view/Acc-12 - Solberga/WHC-80%/Rep-1 - 24_FabaDr_067,data/img/top_view/Acc-12 - Solberga/WHC-80%/Rep-1 - 24_FabaDr_067,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_068,Solberga,Solberga,WHC-80,2,,,188.27,18.85,data/img/side_view/Acc-12 - Solberga/WHC-80%/Rep-2 - 24_FabaDr_068,data/img/top_view/Acc-12 - Solberga/WHC-80%/Rep-2 - 24_FabaDr_068,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_069,Solberga,Solberga,WHC-80,3,,,210.73,23.75,data/img/side_view/Acc-12 - Solberga/WHC-80%/Rep-3 - 24_FabaDr_069,data/img/top_view/Acc-12 - Solberga/WHC-80%/Rep-3 - 24_FabaDr_069,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_070,Solberga,Solberga,WHC-30,1,20.0,Early,92.35,11.060000000000002,data/img/side_view/Acc-12 - Solberga/WHC-30%/Rep-1 - 24_FabaDr_070,data/img/top_view/Acc-12 - Solberga/WHC-30%/Rep-1 - 24_FabaDr_070,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_071,Solberga,Solberga,WHC-30,2,20.0,Early,100.99000000000001,10.680000000000001,data/img/side_view/Acc-12 - Solberga/WHC-30%/Rep-2 - 24_FabaDr_071,data/img/top_view/Acc-12 - Solberga/WHC-30%/Rep-2 - 24_FabaDr_071,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_072,Solberga,Solberga,WHC-30,3,20.0,Early,73.0,7.419999999999998,data/img/side_view/Acc-12 - Solberga/WHC-30%/Rep-3 - 24_FabaDr_072,data/img/top_view/Acc-12 - Solberga/WHC-30%/Rep-3 - 24_FabaDr_072,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_073,Karra,Karra,WHC-80,1,,,168.93,16.509999999999998,data/img/side_view/Acc-13 - Karra/WHC-80%/Rep-1 - 24_FabaDr_073,data/img/top_view/Acc-13 - Karra/WHC-80%/Rep-1 - 24_FabaDr_073,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_074,Karra,Karra,WHC-80,2,,,192.51,19.470000000000002,data/img/side_view/Acc-13 - Karra/WHC-80%/Rep-2 - 24_FabaDr_074,data/img/top_view/Acc-13 - Karra/WHC-80%/Rep-2 - 24_FabaDr_074,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_075,Karra,Karra,WHC-80,3,,,153.06,15.96,data/img/side_view/Acc-13 - Karra/WHC-80%/Rep-3 - 24_FabaDr_075,data/img/top_view/Acc-13 - Karra/WHC-80%/Rep-3 - 24_FabaDr_075,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_076,Karra,Karra,WHC-30,1,33.0,Late,110.16000000000001,12.24,data/img/side_view/Acc-13 - Karra/WHC-30%/Rep-1 - 24_FabaDr_076,data/img/top_view/Acc-13 - Karra/WHC-30%/Rep-1 - 24_FabaDr_076,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_077,Karra,Karra,WHC-30,2,33.0,Late,70.25999999999999,7.839999999999998,data/img/side_view/Acc-13 - Karra/WHC-30%/Rep-2 - 24_FabaDr_077,data/img/top_view/Acc-13 - Karra/WHC-30%/Rep-2 - 24_FabaDr_077,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_078,Karra,Karra,WHC-30,3,33.0,Late,74.83,8.780000000000001,data/img/side_view/Acc-13 - Karra/WHC-30%/Rep-3 - 24_FabaDr_078,data/img/top_view/Acc-13 - Karra/WHC-30%/Rep-3 - 24_FabaDr_078,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_079,Odenslund,Odenslund,WHC-80,1,,,124.15,14.110000000000001,data/img/side_view/Acc-14 - Odenslund/WHC-80%/Rep-1 - 24_FabaDr_079,data/img/top_view/Acc-14 - Odenslund/WHC-80%/Rep-1 - 24_FabaDr_079,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_080,Odenslund,Odenslund,WHC-80,2,,,216.81,20.879999999999995,data/img/side_view/Acc-14 - Odenslund/WHC-80%/Rep-2 - 24_FabaDr_080,data/img/top_view/Acc-14 - Odenslund/WHC-80%/Rep-2 - 24_FabaDr_080,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_081,Odenslund,Odenslund,WHC-80,3,,,215.69,22.85,data/img/side_view/Acc-14 - Odenslund/WHC-80%/Rep-3 - 24_FabaDr_081,data/img/top_view/Acc-14 - Odenslund/WHC-80%/Rep-3 - 24_FabaDr_081,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_082,Odenslund,Odenslund,WHC-30,1,20.0,Early,73.9,7.459999999999999,data/img/side_view/Acc-14 - Odenslund/WHC-30%/Rep-1 - 24_FabaDr_082,data/img/top_view/Acc-14 - Odenslund/WHC-30%/Rep-1 - 24_FabaDr_082,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_083,Odenslund,Odenslund,WHC-30,2,20.0,Early,68.25,5.950000000000001,data/img/side_view/Acc-14 - Odenslund/WHC-30%/Rep-2 - 24_FabaDr_083,data/img/top_view/Acc-14 - Odenslund/WHC-30%/Rep-2 - 24_FabaDr_083,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_084,Odenslund,Odenslund,WHC-30,3,20.0,Early,32.0,3.74,data/img/side_view/Acc-14 - Odenslund/WHC-30%/Rep-3 - 24_FabaDr_084,data/img/top_view/Acc-14 - Odenslund/WHC-30%/Rep-3 - 24_FabaDr_084,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_085,Lovanger,Lovanger,WHC-80,1,,,177.41,20.78,data/img/side_view/Acc-15 - Lovanger/WHC-80%/Rep-1 - 24_FabaDr_085,data/img/top_view/Acc-15 - Lovanger/WHC-80%/Rep-1 - 24_FabaDr_085,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_086,Lovanger,Lovanger,WHC-80,2,,,187.32000000000002,18.939999999999998,data/img/side_view/Acc-15 - Lovanger/WHC-80%/Rep-2 - 24_FabaDr_086,data/img/top_view/Acc-15 - Lovanger/WHC-80%/Rep-2 - 24_FabaDr_086,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_087,Lovanger,Lovanger,WHC-80,3,,,130.01000000000002,16.590000000000003,data/img/side_view/Acc-15 - Lovanger/WHC-80%/Rep-3 - 24_FabaDr_087,data/img/top_view/Acc-15 - Lovanger/WHC-80%/Rep-3 - 24_FabaDr_087,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_088,Lovanger,Lovanger,WHC-30,1,38.0,Late,90.89,11.22,data/img/side_view/Acc-15 - Lovanger/WHC-30%/Rep-1 - 24_FabaDr_088,data/img/top_view/Acc-15 - Lovanger/WHC-30%/Rep-1 - 24_FabaDr_088,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_089,Lovanger,Lovanger,WHC-30,2,38.0,Late,80.75,8.920000000000002,data/img/side_view/Acc-15 - Lovanger/WHC-30%/Rep-2 - 24_FabaDr_089,data/img/top_view/Acc-15 - Lovanger/WHC-30%/Rep-2 - 24_FabaDr_089,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 23]",33,11,False
24_FabaDr_090,Lovanger,Lovanger,WHC-30,3,38.0,Late,85.76,9.02,data/img/side_view/Acc-15 - Lovanger/WHC-30%/Rep-3 - 24_FabaDr_090,data/img/top_view/Acc-15 - Lovanger/WHC-30%/Rep-3 - 24_FabaDr_090,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_091,Dalabona,Dalabona,WHC-80,1,,,193.31,17.72,data/img/side_view/Acc-16 - Dalabona/WHC-80%/Rep-1 - 24_FabaDr_091,data/img/top_view/Acc-16 - Dalabona/WHC-80%/Rep-1 - 24_FabaDr_091,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_092,Dalabona,Dalabona,WHC-80,2,,,212.6,21.36,data/img/side_view/Acc-16 - Dalabona/WHC-80%/Rep-2 - 24_FabaDr_092,data/img/top_view/Acc-16 - Dalabona/WHC-80%/Rep-2 - 24_FabaDr_092,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_093,Dalabona,Dalabona,WHC-80,3,,,145.79,14.61,data/img/side_view/Acc-16 - Dalabona/WHC-80%/Rep-3 - 24_FabaDr_093,data/img/top_view/Acc-16 - Dalabona/WHC-80%/Rep-3 - 24_FabaDr_093,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_094,Dalabona,Dalabona,WHC-30,1,33.0,Late,63.86000000000001,5.619999999999999,data/img/side_view/Acc-16 - Dalabona/WHC-30%/Rep-1 - 24_FabaDr_094,data/img/top_view/Acc-16 - Dalabona/WHC-30%/Rep-1 - 24_FabaDr_094,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_095,Dalabona,Dalabona,WHC-30,2,33.0,Late,101.53,5.619999999999999,data/img/side_view/Acc-16 - Dalabona/WHC-30%/Rep-2 - 24_FabaDr_095,data/img/top_view/Acc-16 - Dalabona/WHC-30%/Rep-2 - 24_FabaDr_095,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_096,Dalabona,Dalabona,WHC-30,3,33.0,Late,80.42999999999999,9.469999999999999,data/img/side_view/Acc-16 - Dalabona/WHC-30%/Rep-3 - 24_FabaDr_096,data/img/top_view/Acc-16 - Dalabona/WHC-30%/Rep-3 - 24_FabaDr_096,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_097,Ekholmen,Ekholmen,WHC-80,1,,,155.89,14.06,data/img/side_view/Acc-17 - Ekholmen/WHC-80%/Rep-1 - 24_FabaDr_097,data/img/top_view/Acc-17 - Ekholmen/WHC-80%/Rep-1 - 24_FabaDr_097,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_098,Ekholmen,Ekholmen,WHC-80,2,,,142.66,13.419999999999998,data/img/side_view/Acc-17 - Ekholmen/WHC-80%/Rep-2 - 24_FabaDr_098,data/img/top_view/Acc-17 - Ekholmen/WHC-80%/Rep-2 - 24_FabaDr_098,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_099,Ekholmen,Ekholmen,WHC-80,3,,,150.95000000000002,15.120000000000001,data/img/side_view/Acc-17 - Ekholmen/WHC-80%/Rep-3 - 24_FabaDr_099,data/img/top_view/Acc-17 - Ekholmen/WHC-80%/Rep-3 - 24_FabaDr_099,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_100,Ekholmen,Ekholmen,WHC-30,1,29.0,Mid,111.38,11.399999999999999,data/img/side_view/Acc-17 - Ekholmen/WHC-30%/Rep-1 - 24_FabaDr_100,data/img/top_view/Acc-17 - Ekholmen/WHC-30%/Rep-1 - 24_FabaDr_100,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_101,Ekholmen,Ekholmen,WHC-30,2,29.0,Mid,89.5,8.439999999999998,data/img/side_view/Acc-17 - Ekholmen/WHC-30%/Rep-2 - 24_FabaDr_101,data/img/top_view/Acc-17 - Ekholmen/WHC-30%/Rep-2 - 24_FabaDr_101,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_102,Ekholmen,Ekholmen,WHC-30,3,29.0,Mid,89.74000000000001,10.919999999999998,data/img/side_view/Acc-17 - Ekholmen/WHC-30%/Rep-3 - 24_FabaDr_102,data/img/top_view/Acc-17 - Ekholmen/WHC-30%/Rep-3 - 24_FabaDr_102,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_103,Bohus delikatess,Bohus delikatess,WHC-80,1,,,145.81,15.309999999999999,data/img/side_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-1 - 24_FabaDr_103,data/img/top_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-1 - 24_FabaDr_103,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_104,Bohus delikatess,Bohus delikatess,WHC-80,2,,,146.44,16.97,data/img/side_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-2 - 24_FabaDr_104,data/img/top_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-2 - 24_FabaDr_104,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_105,Bohus delikatess,Bohus delikatess,WHC-80,3,,,147.22,14.52,data/img/side_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-3 - 24_FabaDr_105,data/img/top_view/Acc-18 - Bohus delikatess/WHC-80%/Rep-3 - 24_FabaDr_105,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_106,Bohus delikatess,Bohus delikatess,WHC-30,1,28.0,Mid,68.15,7.42,data/img/side_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-1 - 24_FabaDr_106,data/img/top_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-1 - 24_FabaDr_106,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_107,Bohus delikatess,Bohus delikatess,WHC-30,2,28.0,Mid,51.019999999999996,5.899999999999999,data/img/side_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-2 - 24_FabaDr_107,data/img/top_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-2 - 24_FabaDr_107,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_108,Bohus delikatess,Bohus delikatess,WHC-30,3,28.0,Mid,75.06,8.690000000000001,data/img/side_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-3 - 24_FabaDr_108,data/img/top_view/Acc-18 - Bohus delikatess/WHC-30%/Rep-3 - 24_FabaDr_108,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_109,Primus,Primus,WHC-80,1,,,83.39,6.699999999999999,data/img/side_view/Acc-19 - Primus/WHC-80%/Rep-1 - 24_FabaDr_109,data/img/top_view/Acc-19 - Primus/WHC-80%/Rep-1 - 24_FabaDr_109,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_110,Primus,Primus,WHC-80,2,,,134.98,14.72,data/img/side_view/Acc-19 - Primus/WHC-80%/Rep-2 - 24_FabaDr_110,data/img/top_view/Acc-19 - Primus/WHC-80%/Rep-2 - 24_FabaDr_110,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_111,Primus,Primus,WHC-80,3,,,134.2,13.029999999999998,data/img/side_view/Acc-19 - Primus/WHC-80%/Rep-3 - 24_FabaDr_111,data/img/top_view/Acc-19 - Primus/WHC-80%/Rep-3 - 24_FabaDr_111,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_112,Primus,Primus,WHC-30,1,38.0,Late,90.66000000000001,9.020000000000001,data/img/side_view/Acc-19 - Primus/WHC-30%/Rep-1 - 24_FabaDr_112,data/img/top_view/Acc-19 - Primus/WHC-30%/Rep-1 - 24_FabaDr_112,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_113,Primus,Primus,WHC-30,2,38.0,Late,72.28,6.560000000000002,data/img/side_view/Acc-19 - Primus/WHC-30%/Rep-2 - 24_FabaDr_113,data/img/top_view/Acc-19 - Primus/WHC-30%/Rep-2 - 24_FabaDr_113,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_114,Primus,Primus,WHC-30,3,38.0,Late,30.259999999999998,2.330000000000002,data/img/side_view/Acc-19 - Primus/WHC-30%/Rep-3 - 24_FabaDr_114,data/img/top_view/Acc-19 - Primus/WHC-30%/Rep-3 - 24_FabaDr_114,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_115,Romfartuna,Romfartuna,WHC-80,1,,,140.34,14.170000000000002,data/img/side_view/Acc-20 - Romfartuna/WHC-80%/Rep-1 - 24_FabaDr_115,data/img/top_view/Acc-20 - Romfartuna/WHC-80%/Rep-1 - 24_FabaDr_115,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_116,Romfartuna,Romfartuna,WHC-80,2,,,114.60000000000001,13.14,data/img/side_view/Acc-20 - Romfartuna/WHC-80%/Rep-2 - 24_FabaDr_116,data/img/top_view/Acc-20 - Romfartuna/WHC-80%/Rep-2 - 24_FabaDr_116,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_117,Romfartuna,Romfartuna,WHC-80,3,,,165.97,16.11,data/img/side_view/Acc-20 - Romfartuna/WHC-80%/Rep-3 - 24_FabaDr_117,data/img/top_view/Acc-20 - Romfartuna/WHC-80%/Rep-3 - 24_FabaDr_117,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_118,Romfartuna,Romfartuna,WHC-30,1,38.0,Late,85.97,9.010000000000002,data/img/side_view/Acc-20 - Romfartuna/WHC-30%/Rep-1 - 24_FabaDr_118,data/img/top_view/Acc-20 - Romfartuna/WHC-30%/Rep-1 - 24_FabaDr_118,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
24_FabaDr_119,Romfartuna,Romfartuna,WHC-30,2,38.0,Late,84.72999999999999,10.01,data/img/side_view/Acc-20 - Romfartuna/WHC-30%/Rep-2 - 24_FabaDr_119,data/img/top_view/Acc-20 - Romfartuna/WHC-30%/Rep-2 - 24_FabaDr_119,"[2, 4, 6, 8, 10, 12, 14, 15, 18, 20, 22]",33,11,False
24_FabaDr_120,Romfartuna,Romfartuna,WHC-30,3,38.0,Late,100.25999999999999,11.810000000000002,data/img/side_view/Acc-20 - Romfartuna/WHC-30%/Rep-3 - 24_FabaDr_120,data/img/top_view/Acc-20 - Romfartuna/WHC-30%/Rep-3 - 24_FabaDr_120,"[2, 5, 6, 9, 10, 13, 14, 16, 18, 21, 23]",33,11,False
24_FabaDr_121,Tyrja me0202,Tyrja me0202,WHC-80,1,,,164.69,15.120000000000001,data/img/side_view/Acc-21 - Tyrja me0202/WHC-80%/Rep-1 - 24_FabaDr_121,data/img/top_view/Acc-21 - Tyrja me0202/WHC-80%/Rep-1 - 24_FabaDr_121,"[2, 3, 6, 7, 10, 11, 14, 17, 18, 19, 23]",33,11,False
